team,year,venue,lat,lon,matches,runs,fours,sixes,two_hundreds,ten_wickets,wickets,wins,toss_wins,abb
Sunrisers Hyderabad,2014,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,4,665,54,29,1,0,16,1,2,srh
Sunrisers Hyderabad,2014,Sharjah Cricket Stadium,25.33078055,55.42090675730459,2,266,15,8,0,0,11,0,2,srh
Sunrisers Hyderabad,2014,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,1,133,6,2,0,0,6,0,0,srh
Sunrisers Hyderabad,2015,Brabourne Stadium,18.9320101,72.82501261609113,1,201,21,7,1,0,7,1,0,srh
Sunrisers Hyderabad,2015,Eden Gardens,22.564561349999998,88.34424156337812,1,132,8,6,0,0,7,0,1,srh
Sunrisers Hyderabad,2015,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,172,14,7,0,1,10,1,1,srh
Sunrisers Hyderabad,2015,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,164,8,7,0,0,4,0,0,srh
Sunrisers Hyderabad,2015,Punjab Cricket Association Stadium,30.6909,76.7375,1,150,17,3,0,0,9,1,0,srh
Sunrisers Hyderabad,2015,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,4,625,58,22,0,0,18,2,3,srh
Sunrisers Hyderabad,2015,Shaheed Veer Narayan Singh International Stadium,21.203402949999997,81.82302432017622,1,163,9,6,0,0,4,1,1,srh
Sunrisers Hyderabad,2015,Wankhede Stadium,18.9385497,72.82574081674653,1,137,14,2,0,0,8,0,0,srh
Sunrisers Hyderabad,2016,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,2,325,29,14,0,0,15,2,1,srh
Sunrisers Hyderabad,2016,Eden Gardens,22.564561349999998,88.34424156337812,1,149,9,6,0,0,6,0,1,srh
Sunrisers Hyderabad,2016,M Chinnaswamy Stadium,12.9788243,77.60038607501548,2,390,35,19,1,0,11,1,2,srh
Sunrisers Hyderabad,2016,Punjab Cricket Association Stadium,30.6909,76.7375,1,180,15,7,0,0,4,1,0,srh
Sunrisers Hyderabad,2016,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,7,1020,86,29,0,0,32,4,4,srh
Sunrisers Hyderabad,2016,Saurashtra Cricket Association Stadium,22.362785549999998,70.71008439911074,1,137,14,0,0,0,8,1,1,srh
Sunrisers Hyderabad,2016,Shaheed Veer Narayan Singh International Stadium,21.203402949999997,81.82302432017622,1,158,15,3,0,0,4,0,0,srh
Sunrisers Hyderabad,2017,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,185,22,4,0,0,4,0,0,srh
Sunrisers Hyderabad,2017,Eden Gardens,22.564561349999998,88.34424156337812,1,155,16,5,0,0,6,0,1,srh
Sunrisers Hyderabad,2017,Green Park,51.5066192,-0.1429113,1,158,23,0,0,1,10,1,1,srh
Sunrisers Hyderabad,2017,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,128,9,5,0,0,3,0,0,srh
Sunrisers Hyderabad,2017,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,176,17,5,0,0,4,0,0,srh
Sunrisers Hyderabad,2017,Punjab Cricket Association Stadium,30.6909,76.7375,1,207,19,7,1,0,9,1,0,srh
Sunrisers Hyderabad,2017,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,7,1182,96,41,2,2,54,6,3,srh
Sunrisers Hyderabad,2017,Wankhede Stadium,18.9385497,72.82574081674653,1,158,18,3,0,0,6,0,0,srh
Sunrisers Hyderabad,2018,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,191,20,6,0,0,5,1,0,srh
Sunrisers Hyderabad,2018,Eden Gardens,22.564561349999998,88.34424156337812,2,313,30,10,0,0,17,2,1,srh
Sunrisers Hyderabad,2018,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,204,16,12,1,0,6,0,1,srh
Sunrisers Hyderabad,2018,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,179,17,6,0,0,2,0,0,srh
Sunrisers Hyderabad,2018,Punjab Cricket Association Stadium,30.6909,76.7375,1,178,11,5,0,0,3,0,0,srh
Sunrisers Hyderabad,2018,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,7,1070,93,33,0,1,46,5,4,srh
Sunrisers Hyderabad,2018,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,151,15,2,0,0,6,1,1,srh
Sunrisers Hyderabad,2018,Wankhede Stadium,18.9385497,72.82574081674653,3,435,38,14,0,1,20,1,0,srh
Sunrisers Hyderabad,2019,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,131,14,2,0,0,8,1,1,srh
Sunrisers Hyderabad,2019,Eden Gardens,22.564561349999998,88.34424156337812,1,181,15,6,0,0,4,0,0,srh
Sunrisers Hyderabad,2019,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,175,14,9,0,0,6,0,0,srh
Sunrisers Hyderabad,2019,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,175,12,6,0,0,4,0,0,srh
Sunrisers Hyderabad,2019,Punjab Cricket Association Stadium,30.6909,76.7375,1,150,12,2,0,0,4,0,0,srh
Sunrisers Hyderabad,2019,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,7,1154,91,43,3,1,47,5,3,srh
Sunrisers Hyderabad,2019,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,160,12,1,0,0,3,0,0,srh
Sunrisers Hyderabad,2019,Wankhede Stadium,18.9385497,72.82574081674653,1,170,16,6,0,0,5,0,0,srh
Sunrisers Hyderabad,2020,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,8,1312,116,41,2,2,54,4,6,srh
Sunrisers Hyderabad,2020,Sharjah Cricket Stadium,25.33078055,55.42090675730459,3,446,37,16,0,0,20,2,2,srh
Sunrisers Hyderabad,2020,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,5,773,60,22,0,0,25,2,3,srh
Sunrisers Hyderabad,2021,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,2,336,27,12,0,0,6,0,2,srh
Sunrisers Hyderabad,2021,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,3,416,33,12,0,0,11,1,2,srh
Sunrisers Hyderabad,2021,Ma Chidambaram Stadium,13.0626873,80.27922739309865,5,744,48,31,0,1,33,1,2,srh
Sunrisers Hyderabad,2021,Sharjah Cricket Stadium,25.33078055,55.42090675730459,2,254,9,9,0,0,11,0,1,srh
Sunrisers Hyderabad,2021,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,2,334,35,6,0,0,15,1,0,srh
Sunrisers Hyderabad,2022,Brabourne Stadium,18.9320101,72.82501261609113,3,434,39,23,0,1,21,2,3,srh
Sunrisers Hyderabad,2022,Dr DY Patil Sports Academy,19.0421,73.0267,4,632,49,22,0,1,31,3,4,srh
Sunrisers Hyderabad,2022,"Maharashtra Cricket Association Stadium, Pune",18.6738164,73.7064113964208,3,461,30,22,0,0,14,0,2,srh
Sunrisers Hyderabad,2022,Wankhede Stadium,18.9385497,72.82574081674653,4,670,52,30,0,0,20,1,1,srh
