team,year,venue,lat,lon,matches,runs,fours,sixes,two_hundreds,ten_wickets,wickets,wins,toss_wins,abb
Mumbai Indians,2013,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,129,12,2,0,0,3,0,1,mi
Mumbai Indians,2013,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,92,8,0,0,0,3,0,0,mi
Mumbai Indians,2013,Wankhede Stadium,18.9385497,72.82574081674653,8,1419,129,62,1,3,64,8,6,mi
Mumbai Indians,2014,Barabati Stadium,20.48070435,85.86852541310051,1,141,11,4,0,0,4,0,0,mi
Mumbai Indians,2014,Brabourne Stadium,18.9320101,72.82501261609113,1,173,14,9,0,0,3,0,0,mi
Mumbai Indians,2014,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,3,413,34,10,0,0,11,0,2,mi
Mumbai Indians,2014,Narendra Modi Stadium,23.0917717,72.59733447335586,1,178,12,9,0,0,8,1,1,mi
Mumbai Indians,2014,Punjab Cricket Association Stadium,30.6909,76.7375,1,159,16,3,0,0,8,1,1,mi
Mumbai Indians,2014,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,160,15,6,0,0,3,1,0,mi
Mumbai Indians,2014,Sharjah Cricket Stadium,25.33078055,55.42090675730459,1,125,10,3,0,0,4,0,1,mi
Mumbai Indians,2014,Wankhede Stadium,18.9385497,72.82574081674653,5,882,78,40,0,0,27,4,1,mi
Mumbai Indians,2014,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,1,122,7,2,0,0,5,0,0,mi
Mumbai Indians,2015,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,153,13,6,0,0,4,0,1,mi
Mumbai Indians,2015,Eden Gardens,22.564561349999998,88.34424156337812,2,370,34,19,1,0,11,1,0,mi
Mumbai Indians,2015,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,209,23,10,1,0,7,1,0,mi
Mumbai Indians,2015,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,159,10,8,0,0,5,1,0,mi
Mumbai Indians,2015,Narendra Modi Stadium,23.0917717,72.59733447335586,1,164,17,8,0,0,3,0,1,mi
Mumbai Indians,2015,Punjab Cricket Association Stadium,30.6909,76.7375,1,172,17,4,0,0,7,1,1,mi
Mumbai Indians,2015,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,114,13,3,0,1,10,1,0,mi
Mumbai Indians,2015,Wankhede Stadium,18.9385497,72.82574081674653,8,1393,115,62,0,1,48,5,4,mi
Mumbai Indians,2016,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,154,15,4,0,0,4,0,1,mi
Mumbai Indians,2016,Eden Gardens,22.564561349999998,88.34424156337812,1,188,17,9,0,0,5,1,1,mi
Mumbai Indians,2016,Green Park,51.5066192,-0.1429113,1,172,17,7,0,0,4,0,0,mi
Mumbai Indians,2016,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,153,9,8,0,0,4,1,1,mi
Mumbai Indians,2016,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,161,15,5,0,0,5,1,1,mi
Mumbai Indians,2016,Punjab Cricket Association Stadium,30.6909,76.7375,1,189,18,7,0,0,7,1,0,mi
Mumbai Indians,2016,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,142,9,5,0,0,3,0,0,mi
Mumbai Indians,2016,Wankhede Stadium,18.9385497,72.82574081674653,4,613,57,25,0,0,20,2,3,mi
Mumbai Indians,2017,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,212,15,11,1,1,10,1,0,mi
Mumbai Indians,2017,Eden Gardens,22.564561349999998,88.34424156337812,1,173,19,5,0,0,8,1,0,mi
Mumbai Indians,2017,Holkar Cricket Stadium,22.72425115,75.87967029005587,1,199,13,15,0,0,4,1,1,mi
Mumbai Indians,2017,M Chinnaswamy Stadium,12.9788243,77.60038607501548,2,256,20,8,0,1,15,2,2,mi
Mumbai Indians,2017,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,184,12,11,0,0,3,0,0,mi
Mumbai Indians,2017,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,2,267,18,8,0,0,9,1,2,mi
Mumbai Indians,2017,Saurashtra Cricket Association Stadium,22.362785549999998,70.71008439911074,1,164,17,4,0,0,9,0,0,mi
Mumbai Indians,2017,Wankhede Stadium,18.9385497,72.82574081674653,8,1345,111,56,1,0,47,5,6,mi
Mumbai Indians,2018,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,163,10,9,0,0,4,0,0,mi
Mumbai Indians,2018,Eden Gardens,22.564561349999998,88.34424156337812,1,210,16,14,1,1,10,1,0,mi
Mumbai Indians,2018,Holkar Cricket Stadium,22.72425115,75.87967029005587,1,176,13,11,0,0,6,1,1,mi
Mumbai Indians,2018,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,153,13,3,0,0,7,0,1,mi
Mumbai Indians,2018,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,170,14,6,0,0,5,1,1,mi
Mumbai Indians,2018,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,147,15,6,0,0,9,0,0,mi
Mumbai Indians,2018,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,167,13,7,0,0,7,0,1,mi
Mumbai Indians,2018,Wankhede Stadium,18.9385497,72.82574081674653,7,1194,110,51,1,1,44,3,1,mi
Mumbai Indians,2019,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,168,14,6,0,0,9,1,1,mi
Mumbai Indians,2019,Eden Gardens,22.564561349999998,88.34424156337812,1,198,14,14,0,0,2,0,1,mi
Mumbai Indians,2019,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,187,17,9,0,0,5,1,0,mi
Mumbai Indians,2019,Ma Chidambaram Stadium,13.0626873,80.27922739309865,2,287,28,7,0,1,14,2,0,mi
Mumbai Indians,2019,Punjab Cricket Association Stadium,30.6909,76.7375,1,176,20,3,0,0,2,0,0,mi
Mumbai Indians,2019,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,2,285,17,16,0,1,17,2,1,mi
Mumbai Indians,2019,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,161,11,6,0,0,5,0,0,mi
Mumbai Indians,2019,Wankhede Stadium,18.9385497,72.82574081674653,7,1208,109,55,0,0,46,4,5,mi
Mumbai Indians,2020,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,5,868,63,47,2,0,35,3,3,mi
Mumbai Indians,2020,Sharjah Cricket Stadium,25.33078055,55.42090675730459,3,473,36,29,1,0,16,2,2,mi
Mumbai Indians,2020,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,8,1417,125,61,0,1,49,6,3,mi
Mumbai Indians,2021,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,2,391,29,20,1,0,8,2,2,mi
Mumbai Indians,2021,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,2,247,23,4,0,0,13,0,1,mi
Mumbai Indians,2021,Ma Chidambaram Stadium,13.0626873,80.27922739309865,5,729,59,23,0,1,30,2,2,mi
Mumbai Indians,2021,Sharjah Cricket Stadium,25.33078055,55.42090675730459,2,223,18,10,0,0,15,1,1,mi
Mumbai Indians,2021,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,3,527,52,19,1,0,17,2,2,mi
Mumbai Indians,2022,Brabourne Stadium,18.9320101,72.82501261609113,3,535,50,19,0,0,15,1,1,mi
Mumbai Indians,2022,Dr DY Patil Sports Academy,19.0421,73.0267,4,599,46,22,0,0,30,1,3,mi
Mumbai Indians,2022,"Maharashtra Cricket Association Stadium, Pune",18.6738164,73.7064113964208,3,498,37,30,0,0,13,0,1,mi
Mumbai Indians,2022,Wankhede Stadium,18.9385497,72.82574081674653,4,585,40,29,0,1,29,2,4,mi
Pune Warriors India,2011,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,0,0,0,0,0,3,0,0,pwi
Pune Warriors India,2011,Dr DY Patil Sports Academy,19.0421,73.0267,7,985,78,41,0,0,39,2,2,pwi
Pune Warriors India,2011,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,155,11,6,0,0,5,0,1,pwi
Pune Warriors India,2011,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,117,6,2,0,0,6,0,1,pwi
Pune Warriors India,2011,Punjab Cricket Association Stadium,30.6909,76.7375,1,120,14,2,0,0,8,1,0,pwi
Pune Warriors India,2011,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,137,17,5,0,0,8,1,0,pwi
Pune Warriors India,2011,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,143,15,2,0,0,4,0,0,pwi
Pune Warriors India,2011,Wankhede Stadium,18.9385497,72.82574081674653,1,118,13,2,0,0,3,0,1,pwi
Pune Warriors India,2012,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,192,19,7,0,0,7,1,0,pwi
Pune Warriors India,2012,Barabati Stadium,20.48070435,85.86852541310051,1,173,16,5,0,0,4,0,0,pwi
Pune Warriors India,2012,Eden Gardens,22.564561349999998,88.34424156337812,1,143,11,4,0,0,5,0,0,pwi
Pune Warriors India,2012,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,182,15,7,0,0,4,0,1,pwi
Pune Warriors India,2012,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,151,11,2,0,0,5,0,1,pwi
Pune Warriors India,2012,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,8,1111,76,32,0,0,38,2,4,pwi
Pune Warriors India,2012,Punjab Cricket Association Stadium,30.6909,76.7375,1,115,10,2,0,0,3,0,0,pwi
Pune Warriors India,2012,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,125,12,0,0,0,4,0,0,pwi
Pune Warriors India,2012,Wankhede Stadium,18.9385497,72.82574081674653,1,129,11,1,0,0,9,1,0,pwi
Pune Warriors India,2013,JSCA International Stadium Complex,23.31045215,85.27487741053811,1,170,11,9,0,0,7,1,0,pwi
Pune Warriors India,2013,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,133,15,3,0,0,5,0,1,pwi
Pune Warriors India,2013,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,159,16,5,0,0,8,1,1,pwi
Pune Warriors India,2013,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,8,1042,73,40,0,0,41,2,4,pwi
Pune Warriors India,2013,Punjab Cricket Association Stadium,30.6909,76.7375,1,185,20,6,0,0,3,0,0,pwi
Pune Warriors India,2013,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,104,6,2,0,0,6,0,1,pwi
Pune Warriors India,2013,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,178,20,5,0,0,5,0,1,pwi
Pune Warriors India,2013,Shaheed Veer Narayan Singh International Stadium,21.203402949999997,81.82302432017622,1,149,18,1,0,0,5,0,1,pwi
Pune Warriors India,2013,Wankhede Stadium,18.9385497,72.82574081674653,1,142,11,5,0,0,3,0,0,pwi
Punjab Kings,2008,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,94,4,8,0,0,4,1,0,pbks
Punjab Kings,2008,Eden Gardens,22.564561349999998,88.34424156337812,1,174,17,5,0,0,7,0,1,pbks
Punjab Kings,2008,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,127,12,3,0,1,10,1,1,pbks
Punjab Kings,2008,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,163,8,10,0,0,4,0,1,pbks
Punjab Kings,2008,Punjab Cricket Association Stadium,30.6909,76.7375,7,1272,122,50,2,0,47,6,2,pbks
Punjab Kings,2008,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,167,21,2,0,0,8,1,1,pbks
Punjab Kings,2008,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,166,18,7,0,0,4,0,1,pbks
Punjab Kings,2008,Wankhede Stadium,18.9385497,72.82574081674653,2,301,29,10,0,1,11,1,1,pbks
Punjab Kings,2009,De Beers Diamond Oval,-28.74264205,24.796774571818183,1,169,10,7,0,0,5,1,1,pbks
Punjab Kings,2009,Hollywoodbets Kingsmead Stadium,29.8488,31.0271,6,812,56,22,0,0,39,2,2,pbks
Punjab Kings,2009,New Wanderers Stadium,-32.91882375,151.72649568715264,1,134,10,3,0,0,8,1,0,pbks
Punjab Kings,2009,Newlands,55.8171461,-4.2804376,2,243,17,10,0,0,7,1,1,pbks
Punjab Kings,2009,OUTsurance Oval,-29.116678,26.205269,1,123,12,4,0,0,9,1,1,pbks
Punjab Kings,2009,St George's Park,-33.965769550000005,25.60733242183312,1,154,13,4,0,0,3,1,0,pbks
Punjab Kings,2009,SuperSport Park,-25.85962375,28.195644468871414,2,293,22,11,0,0,5,0,1,pbks
Punjab Kings,2010,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,112,11,2,0,1,10,1,0,pbks
Punjab Kings,2010,Barabati Stadium,20.48070435,85.86852541310051,1,164,18,5,0,0,8,0,1,pbks
Punjab Kings,2010,Brabourne Stadium,18.9320101,72.82501261609113,1,163,14,1,0,0,6,0,0,pbks
Punjab Kings,2010,Eden Gardens,22.564561349999998,88.34424156337812,1,204,21,8,1,0,3,1,0,pbks
Punjab Kings,2010,Himachal Pradesh Cricket Association Stadium,32.1975918,76.32503371593408,2,366,42,12,0,0,9,0,0,pbks
Punjab Kings,2010,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,203,20,7,1,0,2,0,1,pbks
Punjab Kings,2010,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,146,15,4,0,0,9,0,0,pbks
Punjab Kings,2010,Punjab Cricket Association Stadium,30.6909,76.7375,5,777,80,15,0,0,28,1,2,pbks
Punjab Kings,2010,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,153,13,4,0,0,1,0,1,pbks
Punjab Kings,2011,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,202,21,11,1,0,4,0,1,pbks
Punjab Kings,2011,Dr DY Patil Sports Academy,19.0421,73.0267,1,112,12,1,0,0,3,0,1,pbks
Punjab Kings,2011,Eden Gardens,22.564561349999998,88.34424156337812,1,119,11,1,0,0,2,0,0,pbks
Punjab Kings,2011,Himachal Pradesh Cricket Association Stadium,32.1975918,76.32503371593408,3,518,49,25,1,1,20,2,2,pbks
Punjab Kings,2011,Holkar Cricket Stadium,22.72425115,75.87967029005587,1,181,17,10,0,0,7,1,1,pbks
Punjab Kings,2011,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,120,11,1,0,0,6,0,1,pbks
Punjab Kings,2011,Punjab Cricket Association Stadium,30.6909,76.7375,4,670,71,15,0,1,26,3,2,pbks
Punjab Kings,2011,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,166,15,8,0,0,8,1,1,pbks
Punjab Kings,2011,Wankhede Stadium,18.9385497,72.82574081674653,1,136,12,2,0,0,5,0,1,pbks
Punjab Kings,2012,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,136,19,1,0,0,5,0,1,pbks
Punjab Kings,2012,Eden Gardens,22.564561349999998,88.34424156337812,1,134,7,5,0,0,7,1,0,pbks
Punjab Kings,2012,Himachal Pradesh Cricket Association Stadium,32.1975918,76.32503371593408,2,264,34,6,0,0,11,1,1,pbks
Punjab Kings,2012,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,163,14,6,0,0,5,1,1,pbks
Punjab Kings,2012,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,156,14,4,0,0,8,1,1,pbks
Punjab Kings,2012,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,144,11,4,0,0,6,0,0,pbks
Punjab Kings,2012,Punjab Cricket Association Stadium,30.6909,76.7375,6,899,81,22,0,1,33,2,3,pbks
Punjab Kings,2012,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,170,17,5,0,0,8,1,0,pbks
Punjab Kings,2012,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,160,14,4,0,0,4,0,1,pbks
Punjab Kings,2012,Wankhede Stadium,18.9385497,72.82574081674653,1,164,15,4,0,0,6,1,0,pbks
Punjab Kings,2013,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,121,15,1,0,0,7,1,1,pbks
Punjab Kings,2013,Eden Gardens,22.564561349999998,88.34424156337812,1,149,15,4,0,0,4,0,1,pbks
Punjab Kings,2013,Himachal Pradesh Cricket Association Stadium,32.1975918,76.32503371593408,2,354,42,12,0,0,16,2,0,pbks
Punjab Kings,2013,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,176,21,5,0,0,5,1,1,pbks
Punjab Kings,2013,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,171,18,5,0,0,4,0,0,pbks
Punjab Kings,2013,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,100,14,1,0,0,9,1,0,pbks
Punjab Kings,2013,Punjab Cricket Association Stadium,30.6909,76.7375,6,940,87,22,0,0,25,3,3,pbks
Punjab Kings,2013,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,123,9,4,0,0,5,0,1,pbks
Punjab Kings,2013,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,124,12,2,0,0,4,0,0,pbks
Punjab Kings,2013,Wankhede Stadium,18.9385497,72.82574081674653,1,170,11,9,0,0,3,0,0,pbks
Punjab Kings,2014,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,165,13,6,0,0,7,1,1,pbks
Punjab Kings,2014,Barabati Stadium,20.48070435,85.86852541310051,2,380,41,15,1,0,7,1,0,pbks
Punjab Kings,2014,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,1,127,13,0,0,0,8,1,1,pbks
Punjab Kings,2014,Eden Gardens,22.564561349999998,88.34424156337812,1,135,4,9,0,0,8,0,1,pbks
Punjab Kings,2014,M Chinnaswamy Stadium,12.9788243,77.60038607501548,2,397,36,17,0,0,16,1,0,pbks
Punjab Kings,2014,Punjab Cricket Association Stadium,30.6909,76.7375,3,454,38,17,0,1,21,2,1,pbks
Punjab Kings,2014,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,211,19,12,1,0,5,1,1,pbks
Punjab Kings,2014,Sharjah Cricket Stadium,25.33078055,55.42090675730459,2,386,25,25,0,1,15,2,1,pbks
Punjab Kings,2014,Wankhede Stadium,18.9385497,72.82574081674653,2,394,35,19,1,0,12,1,1,pbks
Punjab Kings,2014,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,2,338,38,7,1,1,14,2,0,pbks
Punjab Kings,2015,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,118,9,3,0,0,1,0,0,pbks
Punjab Kings,2015,Eden Gardens,22.564561349999998,88.34424156337812,1,183,11,11,0,0,9,0,1,pbks
Punjab Kings,2015,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,88,8,3,0,0,3,0,1,pbks
Punjab Kings,2015,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,95,5,2,0,0,3,0,0,pbks
Punjab Kings,2015,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,3,456,31,20,0,0,18,0,2,pbks
Punjab Kings,2015,Narendra Modi Stadium,23.0917717,72.59733447335586,1,206,15,10,0,0,8,0,1,pbks
Punjab Kings,2015,Punjab Cricket Association Stadium,30.6909,76.7375,4,515,36,14,0,0,18,1,2,pbks
Punjab Kings,2015,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,180,11,12,0,0,5,0,0,pbks
Punjab Kings,2015,Wankhede Stadium,18.9385497,72.82574081674653,1,177,21,4,0,0,7,1,0,pbks
Punjab Kings,2016,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,111,11,2,0,0,2,0,0,pbks
Punjab Kings,2016,Eden Gardens,22.564561349999998,88.34424156337812,1,157,12,6,0,0,3,0,1,pbks
Punjab Kings,2016,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,120,12,4,0,0,3,0,1,pbks
Punjab Kings,2016,Punjab Cricket Association Stadium,30.6909,76.7375,7,1150,107,25,0,0,36,2,3,pbks
Punjab Kings,2016,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,143,9,6,0,0,5,0,0,pbks
Punjab Kings,2016,Saurashtra Cricket Association Stadium,22.362785549999998,70.71008439911074,1,154,15,1,0,0,9,1,0,pbks
Punjab Kings,2017,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,137,11,3,0,0,6,0,0,pbks
Punjab Kings,2017,Eden Gardens,22.564561349999998,88.34424156337812,1,170,18,6,0,0,2,0,0,pbks
Punjab Kings,2017,Holkar Cricket Stadium,22.72425115,75.87967029005587,3,512,39,27,0,0,12,2,1,pbks
Punjab Kings,2017,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,138,11,3,0,1,10,1,0,pbks
Punjab Kings,2017,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,73,5,2,0,0,1,0,0,pbks
Punjab Kings,2017,Punjab Cricket Association Stadium,30.6909,76.7375,4,605,59,19,0,1,23,2,2,pbks
Punjab Kings,2017,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,154,11,7,0,0,6,0,1,pbks
Punjab Kings,2017,Saurashtra Cricket Association Stadium,22.362785549999998,70.71008439911074,1,188,17,9,0,0,7,1,0,pbks
Punjab Kings,2017,Wankhede Stadium,18.9385497,72.82574081674653,1,230,18,12,1,0,6,1,0,pbks
Punjab Kings,2018,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,143,12,2,0,0,8,1,0,pbks
Punjab Kings,2018,Eden Gardens,22.564561349999998,88.34424156337812,1,126,14,8,0,0,7,1,1,pbks
Punjab Kings,2018,Holkar Cricket Stadium,22.72425115,75.87967029005587,4,631,40,38,1,0,19,1,2,pbks
Punjab Kings,2018,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,155,12,6,0,0,6,0,0,pbks
Punjab Kings,2018,Maharashtra Cricket Association Stadium,18.6738164,73.7064113964208,1,153,9,8,0,0,5,0,0,pbks
Punjab Kings,2018,Punjab Cricket Association Stadium,30.6909,76.7375,3,557,45,30,0,0,17,3,2,pbks
Punjab Kings,2018,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,119,9,4,0,0,6,0,1,pbks
Punjab Kings,2018,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,143,13,2,0,0,8,0,0,pbks
Punjab Kings,2018,Wankhede Stadium,18.9385497,72.82574081674653,1,183,16,6,0,0,8,0,1,pbks
Punjab Kings,2019,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,163,13,8,0,0,5,0,0,pbks
Punjab Kings,2019,Eden Gardens,22.564561349999998,88.34424156337812,1,190,19,7,0,0,4,0,1,pbks
Punjab Kings,2019,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,185,19,9,0,0,4,0,1,pbks
Punjab Kings,2019,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,138,9,3,0,0,3,0,0,pbks
Punjab Kings,2019,Punjab Cricket Association Stadium,30.6909,76.7375,7,1205,96,54,0,1,38,5,3,pbks
Punjab Kings,2019,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,167,11,9,0,0,6,0,1,pbks
Punjab Kings,2019,Sawai Mansingh Stadium,26.8939911,75.80322693888199,1,184,17,7,0,0,9,1,0,pbks
Punjab Kings,2019,Wankhede Stadium,18.9385497,72.82574081674653,1,197,13,13,0,0,7,0,0,pbks
Punjab Kings,2020,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,7,1164,93,44,1,2,47,3,2,pbks
Punjab Kings,2020,Sharjah Cricket Stadium,25.33078055,55.42090675730459,3,550,40,32,1,0,21,2,1,pbks
Punjab Kings,2020,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,4,643,48,23,0,0,14,0,1,pbks
Punjab Kings,2021,Dubai International Cricket Stadium,25.046738400000002,55.219006962225635,3,490,31,26,0,1,23,2,3,pbks
Punjab Kings,2021,Ma Chidambaram Stadium,13.0626873,80.27922739309865,2,252,19,8,0,0,7,1,2,pbks
Punjab Kings,2021,Narendra Modi Stadium,23.0917717,72.59733447335586,3,468,31,24,0,0,16,1,0,pbks
Punjab Kings,2021,Sharjah Cricket Stadium,25.33078055,55.42090675730459,2,283,18,9,0,0,14,1,0,pbks
Punjab Kings,2021,Wankhede Stadium,18.9385497,72.82574081674653,3,522,45,25,1,0,15,1,0,pbks
Punjab Kings,2021,Zayed Cricket Stadium,24.396574299999997,54.54074782546465,1,135,11,1,0,0,4,0,0,pbks
Punjab Kings,2022,Brabourne Stadium,18.9320101,72.82501261609113,4,693,61,35,1,1,24,2,0,pbks
Punjab Kings,2022,Dr DY Patil Sports Academy,19.0421,73.0267,4,646,52,31,1,0,20,2,2,pbks
Punjab Kings,2022,"Maharashtra Cricket Association Stadium, Pune",18.6738164,73.7064113964208,2,331,26,14,0,0,17,1,1,pbks
Punjab Kings,2022,Wankhede Stadium,18.9385497,72.82574081674653,4,673,61,30,0,0,22,2,1,pbks
Rajasthan Royals,2008,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,129,14,3,0,0,1,0,1,rr
Rajasthan Royals,2008,Dr DY Patil Sports Academy,19.0421,73.0267,2,267,21,7,0,0,8,1,1,rr
Rajasthan Royals,2008,Eden Gardens,22.564561349999998,88.34424156337812,1,150,17,5,0,0,8,1,1,rr
Rajasthan Royals,2008,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,138,22,2,0,0,8,1,1,rr
Rajasthan Royals,2008,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,211,20,9,1,0,7,1,1,rr
Rajasthan Royals,2008,Punjab Cricket Association Stadium,30.6909,76.7375,1,180,18,8,0,0,3,0,1,rr
Rajasthan Royals,2008,Rajiv Gandhi International Stadium,19.028544850000003,73.04427053955325,1,217,18,14,1,0,5,1,1,rr
Rajasthan Royals,2008,Sawai Mansingh Stadium,26.8939911,75.80322693888199,7,1117,110,27,0,2,59,7,4,rr
Rajasthan Royals,2008,Wankhede Stadium,18.9385497,72.82574081674653,1,192,19,10,0,1,10,1,0,rr
Rajasthan Royals,2009,De Beers Diamond Oval,-28.74264205,24.796774571818183,2,253,21,6,0,0,10,0,1,rr
Rajasthan Royals,2009,Hollywoodbets Kingsmead Stadium,29.8488,31.0271,3,457,48,14,1,1,24,2,1,rr
Rajasthan Royals,2009,Newlands,55.8171461,-4.2804376,3,338,22,9,0,0,23,0,0,rr
Rajasthan Royals,2009,OUTsurance Oval,-29.116678,26.205269,1,136,13,1,0,0,3,0,0,rr
Rajasthan Royals,2009,St George's Park,-33.965769550000005,25.60733242183312,1,142,12,5,0,0,5,1,0,rr
Rajasthan Royals,2009,SuperSport Park,-25.85962375,28.195644468871414,3,380,32,12,0,1,22,2,2,rr
Rajasthan Royals,2010,Arun Jaitley Stadium,28.637731549999998,77.24309341201518,1,121,9,6,0,0,6,0,0,rr
Rajasthan Royals,2010,Brabourne Stadium,18.9320101,72.82501261609113,1,208,18,11,1,0,7,0,0,rr
Rajasthan Royals,2010,Eden Gardens,22.564561349999998,88.34424156337812,1,132,14,2,0,0,2,0,1,rr
Rajasthan Royals,2010,M Chinnaswamy Stadium,12.9788243,77.60038607501548,1,92,5,2,0,0,0,0,0,rr
Rajasthan Royals,2010,Ma Chidambaram Stadium,13.0626873,80.27922739309865,1,223,20,13,1,0,5,0,0,rr
Rajasthan Royals,2010,Narendra Modi Stadium,23.0917717,72.59733447335586,4,637,60,22,0,0,24,3,2,rr
Rajasthan Royals,2010,Punjab Cricket Association Stadium,30.6909,76.7375,1,183,21,3,0,1,10,1,0,rr
Rajasthan Royals,2010,Sawai Mansingh Stadium,26.8939911,75.80322693888199,3,424,41,11,0,0,16,1,2,rr
